------------------------------+-------------+-------------------------------------+------------------------------------------------------+-----
 A  2  3  4  5  6  7  8  9  T |    PLAY     |        E[X_CDP]          E[X_MAX]   |        SPL1              SPL2              SPL3      | BEST
 0  0  0  0  0  0  0  0 12  6 | 10,10 vs 10 |  -0.4351648351648   0.0000000000000 |   0.0000000000000  -0.3164835164835  -0.4351648351648| SPL1
 0  0  0  0  0  0  0  0 12  6 |  9, 9 vs 10 |  -2.4295704295704  -1.5238095238095 |  -1.5238095238095  -1.9890109890110  -2.4295704295704| SPL1
 0  0  0  0  0  0  0  0 12  6 | 10,10 vs  9 |   2.0424908424908   2.0424908424908 |   1.5809523809524   1.8798534798535   2.0424908424908| SPL3
 0  0  0  0  0  0  0  0 12  6 |  9, 9 vs  9 |   0.6941058941059   0.6941058941059 |   0.0000000000000   0.3560439560440   0.6941058941059| SPL3
 0  0  0  0  0  0  0  0 12  5 | 10,10 vs 10 |  -0.3076923076923   0.0000000000000 |   0.0000000000000  -0.2527472527473  -0.3076923076923| SPL1
 0  0  0  0  0  0  0  0 12  5 |  9, 9 vs 10 |  -2.5734265734266  -1.5604395604396 |  -1.5604395604396  -2.0749250749251  -2.5734265734266| SPL1
 0  0  0  0  0  0  0  0 12  5 | 10,10 vs  9 |   2.0384615384615   2.0384615384615 |   1.6373626373626   1.9175824175824   2.0384615384615| SPL3
 0  0  0  0  0  0  0  0 12  5 |  9, 9 vs  9 |   0.6503496503497   0.6503496503497 |  -0.0000000000000   0.3296703296703   0.6503496503497| SPL3
 0  0  0  0  0  0  0  0 12  4 | 10,10 vs 10 |  -0.1538461538462   0.0000000000000 |   0.0000000000000  -0.1538461538462  -0.1538461538462| SPL1
 0  0  0  0  0  0  0  0 12  4 |  9, 9 vs 10 |  -2.7762237762238  -1.6153846153846 |  -1.6153846153846  -2.1993006993007  -2.7762237762238| SPL1
 0  0  0  0  0  0  0  0 12  4 | 10,10 vs  9 |   2.0256410256410   2.0256410256410 |   1.7179487179487   1.9615384615385   2.0256410256410| SPL3
 0  0  0  0  0  0  0  0 12  4 |  9, 9 vs  9 |   0.5846153846154   0.5846153846154 |   0.0000000000000   0.2937062937063   0.5846153846154| SPL3
